date,mktrf,smb,hml,rmw,cma,rf,umd,liq_factor,bab,ni,resvar
198306,3.07,1.19,-3.91,2.6,-0.87,0.67,0.0178,0.00161806,2.88,-2.56,-2.1900000000000004
198307,-4.07,1.01,5.62,-0.11,2.81,0.74,-0.0313,0.04651723,3.8,-1.0799999999999992,6.37
198308,-0.5,-4.32,5.54,0.53,1.9,0.76,-0.0544,0.04248757,-0.88,-2.4499999999999997,6.460000000000001
198309,0.91,0.31,1.01,1.25,0.5,0.76,-0.001,0.0133854,3.47,0.8199999999999998,5.75
198310,-3.44,-3.78,4.97,-0.8,2.97,0.76,-0.0456,0.05601174,3.48,-3.29,11.94
198311,2.16,1.89,-0.73,-0.75,0.66,0.7,-0.0009,-0.07239271,-0.13,-3.48,-4.869999999999999
198312,-1.78,-0.45,1.7,1.6,1.27,0.73,0.0074,0.05041631,1.36,-4.75,3.49
198401,-1.92,-0.03,7.57,-0.82,2.92,0.76,-0.0249,0.06745702,3.3,-1.4499999999999997,-0.37
198402,-4.82,-1.6,3.34,0.91,1.58,0.71,0.0019,0.00870775,-1.92,-0.5999999999999996,1.7199999999999998
198403,0.63,-0.29,0.47,-0.85,1.17,0.73,0.0109,0.00486617,-0.22,-3.86,2.3499999999999996
198404,-0.51,-0.96,1.19,3.38,0.76,0.81,0.0205,0.0084832,-0.19,-2.5700000000000003,2.25
198405,-5.97,0.14,0.29,2.2,-0.46,0.78,0.0152,0.02408758,1.77,0.9199999999999999,3.07
198406,1.82,0.1,-2.66,3.13,-1.56,0.75,-0.007,-0.00553726,0.75,-0.7899999999999998,0.05999999999999983
198407,-2.74,-2.22,0.33,3.55,-2.15,0.82,0.0293,0.01576677,2.91,-0.48999999999999977,7.66
198408,10.28,-0.26,-1.8,-0.68,-0.92,0.83,-0.0569,-0.02742872,0.03,2.540000000000001,-2.210000000000001
198409,-0.8,-0.03,5.23,1.37,2.41,0.86,0.0367,0.02757599,4.45,-1.73,4.37
198410,-0.84,-1.44,0.47,1.18,-1.09,1.0,0.0321,-0.00731473,2.69,-0.09999999999999998,5.85
198411,-1.76,-1.01,4.04,0.72,2.06,0.73,0.017,0.01642862,1.26,-2.42,4.819999999999999
198412,1.84,-0.65,-0.25,1.31,-1.36,0.64,0.0154,-0.00550148,0.26,2.44,2.48
198501,7.99,3.5,-5.33,-0.89,-3.41,0.65,-0.069,-0.01576028,2.08,3.9699999999999998,-8.09
198502,1.22,1.04,-0.1,1.29,1.06,0.58,0.0182,0.0253216,4.79,-2.81,-1.05
198503,-0.84,-1.39,4.07,1.23,2.88,0.62,0.0168,0.04007483,3.32,-2.5,6.9399999999999995
198504,-0.96,-0.1,3.72,1.55,0.71,0.72,0.0306,0.03801279,3.32,-0.36,5.16
198505,5.09,-2.31,-0.94,1.33,-1.49,0.66,0.04,-0.00774433,1.55,1.2700000000000005,4.380000000000001
198506,1.27,0.38,0.47,1.71,-0.77,0.55,0.0363,0.00733651,2.95,2.87,2.0300000000000002
198507,-0.74,2.87,-1.6,-0.44,-0.38,0.62,-0.0394,-0.01779483,-0.48,-1.29,-1.36
198508,-1.02,-0.29,2.28,-0.07,1.84,0.55,0.0182,0.02686818,0.83,-0.3599999999999999,1.9999999999999998
198509,-4.54,-1.8,1.29,1.09,1.62,0.6,0.0148,0.01096273,0.48,-2.6399999999999997,5.299999999999999
198510,4.02,-1.49,0.75,0.91,-1.08,0.65,0.0488,0.05133601,2.22,-0.020000000000000018,2.43
198511,6.48,0.02,-2.84,0.32,-2.29,0.61,-0.004,0.00652371,2.39,-3.3400000000000007,3.2699999999999996
198512,3.88,-0.4,-1.54,1.01,-1.82,0.65,-0.0013,-0.02018618,3.16,-1.17,2.43
198601,0.65,1.0,0.44,-2.0,-2.0,0.56,0.0296,0.01834367,1.81,2.73,-0.40000000000000013
198602,7.13,-0.71,-0.77,1.09,-1.24,0.53,0.0278,0.00265464,4.4,-0.25,2.25
198603,4.88,-0.65,-0.37,1.18,0.9,0.6,0.0245,0.04138383,4.53,0.75,1.0400000000000005
198604,-1.31,2.86,-2.86,2.89,-0.06,0.52,-0.005,-0.00457233,1.87,1.8599999999999999,-0.74
198605,4.62,-1.29,-0.21,2.15,1.08,0.49,0.0202,0.02593823,3.32,0.9100000000000001,-0.7399999999999998
198606,1.03,-0.88,1.3,1.83,0.82,0.52,0.0516,0.05798251,5.12,-2.07,3.82
198607,-6.45,-3.45,4.7,-0.45,0.84,0.52,0.018,-0.01316594,1.42,-0.8399999999999999,9.53
198608,6.07,-4.35,3.51,-1.63,3.19,0.46,-0.0501,-0.0281331,-1.59,-1.6000000000000005,6.550000000000001
198609,-8.6,2.05,3.22,-0.1,3.72,0.45,-0.0586,0.04417669,-2.44,0.9299999999999997,-1.17
198610,4.66,-2.33,-1.42,-0.05,1.0,0.46,0.0269,0.01676026,-1.46,-2.1200000000000006,2.78
198611,1.17,-1.89,-0.07,1.03,0.66,0.39,-0.0032,-0.03107634,-0.97,-4.38,6.79
198612,-3.27,0.12,0.36,0.81,0.09,0.49,0.004,-0.01192073,-2.22,-1.27,3.45
198701,12.47,-1.54,-3.16,0.16,-0.98,0.42,0.021,-0.07341739,3.63,-1.8100000000000005,2.200000000000001
198702,4.39,3.4,-5.91,-0.84,-2.63,0.43,-0.0217,-0.04335856,0.53,-0.3899999999999997,-3.99
198703,1.64,0.27,1.61,1.35,4.12,0.47,0.016,-0.00985237,4.94,-0.73,-1.2799999999999998
198704,-2.11,-1.54,-0.39,-0.5,1.03,0.44,0.0026,-0.03701776,0.42,-1.28,-0.7799999999999998
198705,0.11,-0.56,0.23,0.51,1.15,0.38,-0.0068,0.00951407,-0.35,-1.16,0.63
198706,3.94,-2.21,1.04,1.69,0.84,0.48,-0.002,0.02378235,2.25,-0.5300000000000002,6.92
198707,3.85,-1.12,0.73,-0.61,1.64,0.46,0.0267,0.01152099,4.25,-1.7199999999999998,-3.59
198708,3.52,-0.95,-0.95,2.04,-1.61,0.47,-0.0087,-0.04692197,-0.54,1.17,3.9600000000000004
198709,-2.59,0.4,0.3,-0.97,1.9,0.45,0.0071,0.00548224,0.06,-1.1700000000000002,-0.8600000000000001
198710,-23.24,-8.05,4.23,2.06,2.26,0.6,-0.0786,0.03540442,-12.69,-5.27,15.760000000000002
198711,-7.77,2.87,2.96,-1.88,0.68,0.35,-0.0114,-0.00970268,4.36,2.580000000000001,-0.33999999999999986
198712,6.81,0.06,-4.39,2.95,-2.46,0.39,0.0583,0.0051021,-9.26,0.39999999999999947,-0.6400000000000001
198801,4.21,-0.53,4.95,-1.13,2.2,0.29,-0.0758,0.04403158,3.73,0.20000000000000018,3.1799999999999997
198802,4.75,3.31,-1.69,1.55,0.0,0.46,-0.0154,0.00340222,-1.18,1.92,-5.83
198803,-2.27,6.24,0.74,-0.26,1.82,0.44,0.0063,-0.01999528,5.52,0.03999999999999998,-8.09
198804,0.56,1.15,1.63,-0.2,1.94,0.46,0.0225,-0.02540826,1.85,-0.13,0.9
198805,-0.29,-2.57,2.42,-0.74,0.33,0.51,0.0064,-0.00534737,0.99,-1.14,4.8
198806,4.79,2.14,-1.22,1.46,-3.44,0.49,-0.0291,-0.00984275,-0.54,3.04,-1.5499999999999998
198807,-1.25,-0.21,2.17,-0.58,1.49,0.51,0.0063,-0.00860539,1.58,0.13,0.019999999999999962
198808,-3.31,-0.03,2.1,-0.81,1.76,0.59,0.0033,0.03559253,1.46,-1.55,0.44999999999999973
198809,3.3,-1.35,-0.75,1.75,-0.6,0.62,0.0023,0.01503447,-2.13,-2.1200000000000006,3.94
198810,1.15,-2.95,1.69,1.29,1.03,0.61,0.0131,0.02371407,0.21,-3.25,5.86
198811,-2.29,-1.65,1.3,-0.28,1.63,0.57,0.0042,-0.00079888,-1.93,-2.7299999999999995,-0.47
198812,1.49,2.02,-1.61,0.69,-0.38,0.63,0.0042,-0.04437137,-2.53,1.4800000000000002,0.32000000000000006
198901,6.1,-2.31,0.62,-0.95,0.14,0.55,-0.0014,-0.00253105,0.86,2.3499999999999996,0.25
198902,-2.25,2.71,0.93,-0.87,1.81,0.61,0.0094,-0.00315509,1.04,0.3899999999999999,-3.02
198903,1.57,0.68,0.54,0.05,0.73,0.67,0.0356,-0.0095756,2.06,-1.2399999999999998,0.4500000000000002
198904,4.33,-0.78,-1.4,0.71,-0.57,0.67,0.0169,-0.01689219,0.9,0.3099999999999996,3.4499999999999997
198905,3.35,0.0,-0.87,0.49,-0.08,0.79,0.0156,-0.03947445,-0.44,-0.41000000000000014,2.46
198906,-1.35,-1.09,2.23,0.27,1.55,0.71,0.0063,0.07688385,2.01,-2.46,2.79
198907,7.2,-4.17,-2.79,1.95,-0.56,0.7,0.0541,0.03476273,0.86,-0.08000000000000007,6.47
198908,1.44,0.48,0.6,0.39,-0.57,0.74,-0.0015,0.00485453,0.92,-0.31000000000000005,0.24
198909,-0.76,0.49,-1.27,1.4,0.51,0.65,0.034,-0.04735992,0.08,-1.6099999999999999,-1.28
198910,-3.67,-3.32,-1.11,0.1,-0.03,0.68,0.0136,0.02588414,0.49,-3.71,8.96
198911,1.03,-1.29,-1.09,-0.86,1.37,0.69,0.0258,-0.02464571,1.31,-3.66,4.77
198912,1.16,-2.28,0.16,-0.07,1.45,0.61,0.0279,0.02271479,-0.9,0.3999999999999999,5.85
199001,-7.85,-1.32,0.85,-1.18,1.37,0.57,-0.0328,-0.0338115,-0.21,-2.0699999999999994,5.77
199002,1.11,1.15,0.64,-0.07,-0.61,0.57,-0.0053,-0.02992397,-1.35,0.98,-1.99
199003,1.83,1.58,-2.92,2.02,-0.95,0.64,0.0164,-0.02601628,-0.21,0.13999999999999996,0.6000000000000001
199004,-3.36,-0.32,-2.59,1.81,-1.0,0.69,0.0243,0.05788329,-2.46,0.03000000000000025,3.3
199005,8.42,-2.37,-3.83,1.54,-1.58,0.68,0.0305,-0.00631234,-2.01,-0.5299999999999994,1.8899999999999997
199006,-1.09,1.31,-1.93,-1.1,-0.36,0.63,0.0243,0.02640566,1.33,-1.38,-0.72
199007,-1.9,-3.13,-0.04,-0.11,3.23,0.68,0.0594,0.05108192,0.47,-3.35,7.43
199008,-10.15,-3.86,1.6,-0.35,2.99,0.66,0.0176,0.04550806,-2.07,-2.41,6.52
199009,-6.12,-3.74,0.61,0.06,3.61,0.6,0.0556,0.02006349,0.05,-7.550000000000001,11.059999999999999
199010,-1.92,-5.07,0.0,3.13,-0.32,0.68,0.0673,-0.01340196,-4.05,-3.49,12.16
199011,6.35,0.04,-2.97,0.51,-4.69,0.57,-0.0562,-0.01205725,-5.12,4.1499999999999995,-1.5300000000000002
199012,2.46,0.64,-1.63,2.65,-1.81,0.6,0.0002,-0.03357507,-1.24,1.4000000000000004,5.61
199101,4.69,3.89,-1.57,1.26,-3.85,0.52,-0.0655,-0.09368777,-6.13,4.3100000000000005,-7.35
199102,7.19,4.02,-0.63,-0.05,-0.43,0.48,-0.0475,-0.02036569,1.55,4.390000000000001,-9.700000000000001
199103,2.65,3.82,-1.3,-0.5,-1.11,0.44,0.0276,-0.00504698,1.44,1.96,-5.640000000000001
199104,-0.28,0.32,1.45,0.64,0.8,0.53,-0.024,0.01733852,4.85,-0.39000000000000007,1.1
199105,3.65,0.12,-0.49,2.05,-2.35,0.47,-0.0009,-0.00883988,1.14,1.9099999999999997,2.78
199106,-4.94,0.26,1.07,1.77,0.64,0.42,0.0046,0.02890272,2.56,-4.26,4.23
199107,4.24,-0.95,-1.32,1.61,-1.38,0.49,0.0434,0.01752819,0.31,2.7,0.5500000000000003
199108,2.32,1.41,-0.78,0.85,-0.34,0.46,0.0163,-0.01800622,1.32,1.5899999999999999,-2.23
199109,-1.59,1.56,-1.07,-1.8,0.08,0.46,0.0173,0.01091772,2.87,0.9000000000000001,1.87
199110,1.29,0.9,-0.46,-1.73,-0.23,0.42,0.0322,0.02057336,2.17,0.6699999999999999,-0.8899999999999997
199111,-4.19,-0.84,-1.88,1.06,0.01,0.39,0.0126,0.0438126,2.62,-3.1799999999999997,5.3999999999999995
199112,10.84,-2.4,-4.18,3.56,-3.12,0.38,0.083,-0.05182236,-3.29,-0.17999999999999972,1.25
199201,-0.59,9.19,4.7,-1.29,3.2,0.34,-0.0251,-0.06950411,5.36,3.29,-19.04
199202,1.09,1.34,6.47,0.1,2.19,0.28,-0.0058,-0.05088761,3.87,0.61,-1.97
199203,-2.66,-0.93,3.55,-0.01,1.95,0.34,-0.0036,-0.00363603,2.41,-3.9000000000000004,3.66
199204,1.07,-5.7,4.32,1.69,2.23,0.32,-0.0254,-0.00434155,-0.33,-3.9,12.48
199205,0.3,0.21,1.19,-0.96,0.48,0.28,0.0013,0.00252168,1.13,2.26,2.21
199206,-2.34,-2.74,3.25,-0.09,1.01,0.32,-0.0061,0.02317403,1.62,-3.0500000000000003,6.5600000000000005
199207,3.77,-0.66,-0.55,1.24,-0.89,0.31,0.0144,0.0235712,1.34,-4.01,1.6799999999999997
199208,-2.38,-0.44,-1.08,3.68,-1.6,0.26,-0.0051,0.05003105,1.04,-2.2700000000000005,5.25
199209,1.19,0.44,-0.23,1.58,-0.63,0.26,0.0143,-0.02288804,1.74,1.0899999999999999,0.5499999999999998
199210,1.02,2.09,-1.98,1.26,-0.84,0.23,0.0271,-0.0212141,-0.44,0.56,-4.72
199211,4.13,3.98,-1.42,-0.62,-1.65,0.23,-0.0034,-0.05875097,-0.49,4.17,-5.74
199212,1.53,1.67,2.65,-0.46,0.83,0.28,0.0444,-0.02856879,3.43,2.92,0.8599999999999999
199301,0.93,1.89,5.95,-1.85,2.94,0.23,0.0483,-0.00214896,7.81,2.16,-2.71
199302,0.12,-3.47,6.44,-0.48,4.21,0.22,0.031,0.06782499,5.84,-1.21,8.74
199303,2.3,0.08,1.19,-0.17,0.9,0.25,0.0374,-0.04096191,4.64,-0.5800000000000001,-0.18999999999999995
199304,-3.05,-0.86,2.48,-3.6,1.44,0.24,0.0033,-0.01757492,4.86,-1.1599999999999997,1.33
199305,2.89,1.93,-3.5,-0.08,-1.05,0.22,0.003,0.04327865,0.94,3.9,-6.0200000000000005
199306,0.31,0.16,2.72,-0.91,1.2,0.25,0.0457,-0.03221574,3.57,3.5999999999999996,2.51
199307,-0.34,0.92,2.82,-1.85,2.05,0.24,0.0325,-0.0131466,3.58,1.52,1.51
199308,3.71,0.11,0.14,-1.54,-0.03,0.25,0.0258,0.01569838,2.24,1.5899999999999994,-0.3999999999999999
199309,-0.12,2.94,-0.35,0.25,-0.16,0.26,0.0341,-0.0762776,3.08,4.42,-2.08
199310,1.41,1.89,-2.78,0.58,0.6,0.22,-0.0267,0.04791693,3.26,-1.7000000000000002,-5.09
199311,-1.89,-1.18,-0.66,2.19,-0.94,0.25,-0.0471,0.05129774,-3.48,-2.66,1.1
199312,1.65,1.38,0.27,1.17,-0.34,0.23,0.0228,0.01259124,1.29,1.3800000000000003,2.66
199401,2.87,0.08,1.28,-1.75,1.43,0.25,0.0002,-0.00361544,3.5,-2.3,-2.3800000000000003
199402,-2.55,2.67,-1.56,2.15,-1.0,0.21,-0.0029,0.00979925,-1.24,0.47,-2.94
199403,-4.78,-1.09,1.55,0.71,1.28,0.27,-0.0133,0.02695421,-0.81,-0.5799999999999996,4.5
199404,0.68,-1.0,1.66,1.06,1.11,0.27,0.0041,0.00612393,-1.26,0.06000000000000005,4.74
199405,0.58,-2.53,0.7,0.6,0.68,0.31,-0.0215,0.03175964,0.9,-1.19,2.69
199406,-3.03,-0.48,1.67,1.21,1.47,0.31,-0.0082,5.457e-05,1.5,-0.4900000000000002,3.7899999999999996
199407,2.82,-1.79,0.57,-0.6,0.11,0.28,0.0019,-0.01059753,-0.74,-0.28000000000000025,1.67
199408,4.01,1.38,-2.5,0.96,-1.47,0.37,0.0156,0.00507026,-2.28,4.1000000000000005,-4.6000000000000005
199409,-2.31,2.76,-1.84,0.53,0.9,0.37,0.0133,0.03112048,3.84,1.28,-3.59
199410,1.34,-2.31,-1.63,0.24,-0.69,0.38,0.0143,0.01237485,-2.0,-2.78,0.8200000000000003
199411,-4.04,0.13,-0.73,0.4,-0.39,0.37,-0.002,-0.01963511,-3.9,-2.34,0.4099999999999997
199412,0.86,-0.04,-0.09,0.39,0.3,0.44,0.035,0.01729069,-3.06,-0.010000000000000009,2.23
199501,1.8,-3.02,2.51,0.2,-0.76,0.42,-0.0182,-0.03279159,1.29,-3.0599999999999996,4.19
199502,3.63,-0.54,1.09,0.56,-0.28,0.4,-0.0036,-0.00700056,1.34,0.9899999999999998,-0.6299999999999999
199503,2.19,-0.53,-2.08,-0.13,0.24,0.46,0.0038,0.01697178,1.22,-1.48,-0.6799999999999999
199504,2.11,-0.22,1.7,0.4,0.89,0.44,0.018,0.01060802,1.31,0.21999999999999997,0.48
199505,2.9,-2.18,2.27,0.36,0.1,0.54,-0.0044,-0.00611823,1.44,-1.0699999999999998,3.25
199506,2.72,3.03,-2.54,-0.35,-2.48,0.47,0.029,0.00737955,1.84,3.32,-8.799999999999999
199507,3.72,2.08,-1.59,0.28,-1.64,0.45,0.0253,0.04921159,1.59,2.0999999999999996,-6.58
199508,0.55,1.76,2.81,-1.22,1.61,0.47,0.0009,-0.01005996,3.44,0.5599999999999999,-0.09000000000000008
199509,3.35,-1.9,-0.05,1.02,0.38,0.43,0.0271,-0.07500886,3.2,-0.94,3.54
199510,-1.52,-4.07,-0.51,1.86,-0.04,0.47,0.0411,0.03448483,-0.39,-3.09,7.24
199511,3.96,-1.07,0.58,-0.56,1.13,0.42,-0.0065,-0.01948926,-1.05,0.17999999999999972,2.1900000000000004
199512,1.03,0.73,0.18,-1.38,3.08,0.49,0.0254,-0.03359063,2.25,-2.5700000000000003,5.970000000000001
199601,2.26,-2.56,0.4,0.19,2.31,0.43,0.0057,0.06793406,4.4,-3.1599999999999997,3.4
199602,1.33,1.76,-1.07,0.24,-1.89,0.39,0.0057,0.04276022,0.82,3.43,-3.54
199603,0.73,1.64,0.36,1.48,-0.96,0.39,-0.0188,-0.04639145,2.59,1.93,0.68
199604,2.06,4.7,-4.05,-0.16,-2.11,0.46,-0.0091,-0.04389764,0.08,1.3399999999999994,-13.94
199605,2.36,3.22,-0.89,0.16,-0.3,0.42,0.0155,-0.02598256,3.72,1.2100000000000002,-0.5200000000000005
199606,-1.14,-3.64,2.38,3.48,1.2,0.4,0.0101,-0.05473623,3.41,-5.47,11.459999999999999
199607,-5.97,-3.8,5.14,2.97,2.56,0.45,-0.0011,0.00280677,-0.15,-3.910000000000001,12.51
199608,2.77,2.58,-0.74,-0.41,-2.4,0.41,-0.0005,0.00556336,1.09,3.9300000000000006,-4.539999999999999
199609,5.01,-1.39,-2.7,1.23,-2.22,0.44,0.027,-0.01866779,1.31,-1.0200000000000005,-2.9299999999999997
199610,0.86,-3.76,4.94,1.38,3.26,0.42,0.0391,-0.00474323,3.27,-4.28,10.83
199611,6.25,-3.82,1.39,2.1,-0.78,0.41,-0.0223,0.07254768,0.9,-1.8899999999999997,3.21
199612,-1.7,3.26,1.32,0.38,1.47,0.46,0.0061,-0.03183813,2.45,1.07,0.9200000000000002
199701,4.98,-1.82,-1.46,1.22,-0.13,0.45,0.0195,-0.03141478,3.95,-1.4700000000000002,0.21999999999999975
199702,-0.49,-2.56,5.69,0.65,3.48,0.39,-0.0205,-0.03932384,5.87,-1.84,10.129999999999999
199703,-5.02,-0.43,3.4,0.45,1.71,0.43,0.0096,0.02138242,2.98,-5.2700000000000005,6.65
199704,4.04,-5.71,0.07,3.24,-0.71,0.43,0.0492,0.05902431,-1.46,-3.66,5.95
199705,6.74,4.75,-4.12,-1.02,-2.95,0.49,-0.0516,0.01536884,-1.74,5.08,-9.4
199706,4.1,1.21,1.59,0.56,0.63,0.37,0.0262,0.00962123,5.75,0.9800000000000004,1.77
199707,7.33,-2.77,0.29,0.07,-2.55,0.43,0.0381,0.02599752,0.92,0.96,0.6200000000000001
199708,-4.15,7.63,1.2,-1.09,0.09,0.41,-0.0255,-0.00783015,2.16,0.25,-10.2
199709,5.35,2.49,0.38,-1.62,-0.85,0.44,0.0145,-0.01551611,8.24,0.6399999999999997,-0.21999999999999975
199710,-3.8,-0.55,2.25,1.04,1.88,0.42,-0.0038,-0.00139516,4.63,-0.3900000000000001,5.81
199711,2.98,-5.1,1.19,2.81,1.67,0.39,0.0029,0.05435908,1.65,-0.9099999999999999,9.2
199712,1.32,-2.01,3.86,0.8,1.99,0.48,0.0395,0.00400618,6.7,1.53,7.1899999999999995
199801,0.15,-1.36,-1.59,0.87,-0.84,0.43,0.0011,0.00741842,-1.36,-1.82,0.62
199802,7.04,0.2,-0.85,-0.34,-2.32,0.39,-0.0115,0.05848336,0.09,2.99,-3.5999999999999996
199803,4.76,-0.63,1.41,-0.29,-0.41,0.39,0.0215,-0.0243133,3.72,-1.2700000000000005,4.49
199804,0.73,-0.05,0.9,-1.67,-0.44,0.43,0.0078,-0.01149626,3.16,2.6799999999999997,-4.03
199805,-3.07,-2.92,3.4,1.08,2.74,0.4,0.0188,-0.01105658,1.75,-3.28,6.2700000000000005
199806,3.18,-3.67,-1.96,-0.26,-3.13,0.41,0.0726,0.01674068,-1.18,-1.37,3.4
199807,-2.46,-5.27,-1.76,1.72,0.45,0.4,0.0368,0.00349193,-0.29,-2.0400000000000005,3.17
199808,-16.08,-5.17,3.6,3.44,5.89,0.43,0.0188,-0.02955903,-0.8,-7.520000000000001,17.42
199809,6.15,-0.77,-3.37,-1.9,-2.97,0.46,-0.0071,0.01533438,-3.69,-0.35000000000000053,-8.649999999999999
199810,7.13,-3.42,-2.29,0.94,0.32,0.32,-0.0536,0.01448131,-8.76,0.6299999999999999,-4.35
199811,6.1,0.71,-3.23,-0.91,-1.14,0.31,0.0116,0.00812597,-3.57,1.6500000000000004,-1.0299999999999994
199812,6.16,-1.57,-4.18,-0.76,-3.41,0.38,0.0899,-0.00535786,-2.87,-5.710000000000001,-3.169999999999999
199901,3.5,-0.73,-4.62,-2.79,-6.78,0.35,0.0304,0.03896111,-3.72,3.42,-17.93
199902,-4.08,-5.2,1.88,-1.17,4.06,0.35,-0.0016,0.0276192,1.0,-2.79,5.82
199903,3.45,-4.23,-2.77,-4.1,-1.41,0.43,-0.0129,-0.00666621,-7.3,2.2399999999999998,-6.529999999999999
199904,4.33,4.53,2.41,-2.55,0.93,0.37,-0.0906,0.09830131,-0.2,4.66,-12.6
199905,-2.46,3.74,2.3,1.0,3.32,0.34,-0.0528,-0.00934493,3.61,-5.99,1.73
199906,4.77,2.3,-3.26,1.12,-3.24,0.4,0.0488,0.03205062,-1.33,6.18,-4.32
199907,-3.49,2.57,-0.42,0.38,3.19,0.38,0.0151,-0.01623663,0.1,-5.970000000000001,3.34
199908,-1.38,-1.72,-1.84,-0.21,0.63,0.39,0.0292,-0.00025084,-2.67,-2.4599999999999995,-0.4900000000000001
199909,-2.79,2.62,-3.48,-0.74,-1.17,0.39,0.0646,-0.03586392,-4.97,-3.9000000000000004,-4.69
199910,6.12,-6.89,-3.37,-1.72,-1.22,0.39,0.0547,0.09527135,-2.42,2.130000000000001,1.67
199911,3.37,5.8,-6.16,-4.29,-1.78,0.36,0.0562,-0.01694107,-11.95,0.5700000000000001,-21.27
199912,7.72,5.34,-8.32,-7.6,-5.61,0.44,0.1319,0.03895799,-11.32,3.07,-16.63
200001,-4.74,4.45,-1.89,-6.29,4.74,0.41,0.0186,0.0196141,-0.2,-0.34999999999999987,-3.76
200002,2.45,18.38,-9.81,-18.76,-0.35,0.43,0.1836,-0.0308988,-13.45,10.540000000000001,-29.31
200003,5.2,-15.39,8.23,11.82,-1.61,0.47,-0.0639,-0.01123515,0.08,-9.419999999999998,27.33
200004,-6.4,-4.96,7.25,7.67,5.62,0.46,-0.0857,-0.03381499,6.9,-6.640000000000001,21.950000000000003
200005,-4.42,-3.87,4.83,4.18,1.32,0.5,-0.0908,0.0031227,6.05,-0.16000000000000014,14.9
200006,4.64,9.87,-8.41,-8.26,-2.91,0.4,0.1659,-0.02788096,-10.12,1.1,-25.36
200007,-2.51,-1.02,8.33,6.09,2.96,0.48,-0.0011,0.11675388,6.14,-5.57,6.959999999999999
200008,7.03,-1.01,-1.37,-3.01,1.06,0.5,0.057,-0.05028681,-5.07,0.6600000000000001,-10.079999999999998
200009,-5.45,0.26,7.17,2.89,5.56,0.51,0.022,-0.02168257,8.17,-4.9399999999999995,11.96
200010,-2.76,-2.72,5.64,9.28,3.84,0.56,-0.0463,0.04528509,1.28,-6.99,15.14
200011,-10.72,-0.58,12.34,13.38,8.42,0.51,-0.024,-0.00858397,13.49,-11.549999999999999,33.35
200012,1.19,3.3,7.6,2.44,4.79,0.5,0.067,-0.00443181,8.38,-8.97,7.58
200101,3.13,5.45,-5.11,-5.46,-5.05,0.54,-0.2505,0.0683114,-15.67,3.59,-23.84
200102,-10.05,2.79,12.48,9.12,9.06,0.38,0.1251,0.04393804,15.36,-10.59,33.52
200103,-7.26,2.36,6.43,3.39,3.9,0.42,0.0835,0.07317705,10.54,-10.06,18.11
200104,7.94,-0.88,-4.69,-3.48,-3.18,0.39,-0.0797,0.00404694,-4.78,4.34,-16.66
200105,0.72,3.59,3.36,0.25,1.91,0.32,0.0212,0.02767428,6.65,-2.26,6.859999999999999
200106,-1.94,6.57,-1.13,1.27,-1.51,0.28,0.0034,0.00714508,3.43,-2.65,-1.41
200107,-2.13,-2.83,5.21,7.42,3.05,0.3,0.0547,0.03803152,7.08,-9.4,14.610000000000001
200108,-6.46,2.71,2.3,4.06,6.56,0.31,0.0554,0.048928,7.05,-7.16,13.690000000000001
200109,-9.25,-5.73,1.46,5.03,3.22,0.28,0.1154,-0.0970508,5.19,-7.540000000000001,20.520000000000003
200110,2.46,5.28,-7.66,-3.01,-4.55,0.22,-0.0841,0.0340761,-7.0,0.41000000000000014,-19.279999999999998
200111,7.54,-0.31,2.22,-3.74,-1.66,0.17,-0.0858,0.03442078,-6.4,3.01,-9.46
200112,1.6,5.16,0.85,0.35,-0.28,0.15,-0.0001,0.06763465,1.94,-2.9899999999999998,-1.9999999999999996
200201,-1.44,1.25,3.43,4.69,2.86,0.14,0.0368,-0.01303372,5.12,-3.18,4.82
200202,-2.29,-0.36,2.16,8.06,5.1,0.13,0.0677,0.02393301,9.66,-7.370000000000001,16.42
200203,4.24,4.24,1.06,-1.78,0.59,0.13,-0.0167,0.08991159,3.07,-2.41,-12.2
200204,-5.2,6.73,3.88,4.59,5.37,0.15,0.0795,0.05470006,12.96,-6.640000000000001,10.51
200205,-1.38,-3.02,1.53,2.35,2.42,0.14,0.0297,0.05181104,7.4,0.76,10.49
200206,-7.21,3.88,-0.03,3.93,2.51,0.13,0.0615,-0.00983171,8.1,2.2299999999999995,16.259999999999998
200207,-8.18,-6.42,-3.87,3.76,-1.02,0.15,0.0334,-0.05913371,-1.35,-6.3100000000000005,12.09
200208,0.5,-1.32,3.31,1.34,-1.42,0.14,0.0176,-0.0019038,3.11,1.3,0.8700000000000001
200209,-10.35,3.1,1.44,3.26,-2.22,0.14,0.0909,-0.01711884,5.52,-3.3599999999999994,9.139999999999999
200210,7.84,-4.3,-3.95,-3.36,0.78,0.14,-0.0531,0.03740641,-8.9,6.76,-6.93
200211,5.96,2.95,-1.27,-9.19,5.15,0.12,-0.1619,0.03067066,-14.37,0.25,-27.72
200212,-5.76,0.64,2.13,6.27,-1.69,0.11,0.0964,-0.01299143,12.18,-0.6199999999999992,11.98
200301,-2.57,0.67,-0.73,-1.03,0.76,0.1,0.016,-0.02653535,1.39,2.39,-4.54
200302,-1.88,-0.93,-1.38,0.87,-0.61,0.09,0.0125,0.0075069,1.89,0.6699999999999999,3.5200000000000005
200303,1.09,0.68,-1.93,1.87,-0.76,0.1,0.016,0.00047226,1.21,-1.1,-0.3500000000000001
